# ID      zz        CTIO_U   eCTIO_U   VIMOS_U   eVIMOS_U   ACS_F435W   eACS_F435W   ACS_F606W   eACS_F606W   ACS_F775W   eACS_F775W   ACS_F814W   eACS_F814W   ACS_F850LP   eACS_F850LP   WFC3_F098M   eWFC3_F098M   WFC3_F105W   eWFC3_F105W   WFC3_F125W   eWFC3_F125W   WFC3_F160W   eWFC3_F160W   ISAAC_KS   eISAAC_KS   HAWKI_KS   eHAWKI_KS   IRAC_CH1   eIRAC_CH1   IRAC_CH2   eIRAC_CH2   IRAC_CH3   eIRAC_CH3   IRAC_CH4   eIRAC_CH4   flg1   flg2  
  25248   1.001     25.513   0.082     25.344    0.03       25.279      0.075        24.776      0.03         24.193      0.038        24.0        0.04         23.792       0.036         23.669       0.02          98.993       -99.0         23.442       0.01          23.344       0.011         23.198     0.077       98.997     -99.0       22.651     0.02        22.924     0.016       23.792     0.351       23.399     0.254       0      0.01  
  25250   1.0394    28.322   1.074     27.932    0.239      26.536      0.36         24.585      0.061        23.063      0.03         22.638      0.031        22.105       0.018         21.87        0.009         98.993       -99.0         21.331       0.003         20.99        0.003         20.559     0.011       98.997     -99.0       20.023     0.004       20.337     0.003       20.741     0.021       21.159     0.033       0      0.03  
  25270   1.04      24.922   0.045     24.88     0.021      98.971      -99.0        24.442      0.04         23.636      0.091        98.989      -99.0        23.221       0.049         23.07        0.018         98.993       -99.0         22.82        0.009         22.71        0.009         22.563     0.072       98.997     -99.0       21.836     0.019       22.163     0.019       22.458     0.121       22.623     0.159       0      0.02  
  25295   1.047     25.336   0.078     25.295    0.034      25.019      0.113        23.859      0.03         22.723      0.02         22.477      0.027        21.961       0.014         21.832       0.01          98.993       -99.0         21.233       0.004         20.895       0.003         20.305     0.016       98.997     -99.0       19.657     0.003       19.89      0.002       20.196     0.014       20.294     0.016       0      0.03  
  25341   1.03908   25.124   0.056     25.008    0.023      24.865      0.07         24.829      0.036        24.274      0.039        24.173      0.066        23.831       0.034         23.81        0.024         98.993       -99.0         23.646       0.013         23.585       0.015         23.503     0.111       98.997     -99.0       23.083     0.062       23.462     0.059       24.212     0.547       23.336     0.263       0      0.01  
  25373   1.044     24.788   0.044     24.799    0.022      24.597      0.055        24.287      0.029        23.692      0.031        23.526      0.05         23.24        0.027         23.175       0.021         98.993       -99.0         22.936       0.011         22.821       0.012         22.688     0.082       98.997     -99.0       22.243     0.027       22.536     0.024       22.834     0.148       22.846     0.16        0      0.0   
  25389   1.072     26.047   0.136     26.003    0.048      98.971      -99.0        25.549      0.096        24.642      0.194        98.989      -99.0        24.406       0.113         24.237       0.044         98.993       -99.0         24.088       0.025         23.936       0.027         25.231     0.717       98.997     -99.0       23.53      0.087       23.975     0.098       25.67      2.168       25.051     1.368       0      0.0   
  25406   1.019     25.779   0.108     25.676    0.046      25.474      0.116        24.735      0.047        23.945      0.042        23.869      0.046        23.541       0.038         23.176       0.022         98.993       -99.0         23.197       0.014         23.131       0.016         23.14      0.123       98.997     -99.0       98.999     -99.0       99.0       -99.0       99.0       -99.0       99.0       -99.0       0      0.0   
  25465   1.043     26.51    0.315     26.997    0.211      25.656      0.243        24.2        0.053        22.74       0.026        22.443      0.025        21.865       0.016         21.564       0.01          98.993       -99.0         21.057       0.004         20.718       0.004         20.283     0.012       98.997     -99.0       19.922     0.004       20.24      0.003       20.638     0.022       21.095     0.036       0      0.03  
  25489   1.071     27.958   0.792     27.395    0.151      98.971      -99.0        24.8        0.069        23.144      0.171        98.989      -99.0        22.205       0.028         21.962       0.012         98.993       -99.0         21.347       0.004         20.965       0.004         98.997     -99.0       98.997     -99.0       19.938     0.004       20.19      0.004       20.533     0.027       20.907     0.041       0      0.03  
  25565   1.007     27.05    0.316     26.984    0.096      98.971      -99.0        26.132      0.142        24.787      0.243        98.989      -99.0        24.384       0.104         24.287       0.044         98.993       -99.0         24.127       0.023         23.968       0.025         25.363     1.0         98.997     -99.0       23.274     0.068       23.636     0.074       23.455     0.29        24.504     0.859       0      0.02  
  25573   1.045     24.781   0.046     24.808    0.024      24.566      0.079        23.604      0.025        22.39       0.016        22.108      0.025        21.643       0.012         21.472       0.008         98.993       -99.0         21.003       0.003         20.728       0.003         20.191     0.009       98.997     -99.0       19.741     0.003       20.017     0.002       20.362     0.016       20.568     0.021       0      0.03  
  25681   1.021     98.967   -99.0     27.945    0.243      98.971      -99.0        26.017      0.187        98.988      -99.0        98.989      -99.0        24.212       0.124         23.913       0.056         98.993       -99.0         23.552       0.025         23.419       0.028         98.997     -99.0       98.997     -99.0       22.659     0.041       22.974     0.045       23.719     0.421       23.749     0.474       0      0.0   
  25794   1.004     25.813   0.12      26.106    0.056      25.742      0.121        25.214      0.058        24.28       0.046        24.087      0.053        23.652       0.035         23.543       0.026         98.993       -99.0         23.127       0.012         22.901       0.012         22.617     0.071       98.997     -99.0       22.191     0.037       22.472     0.032       22.565     0.152       23.061     0.264       0      0.0   
  26039   1.002     25.612   0.094     25.41     0.033      98.971      -99.0        24.738      0.056        24.139      0.155        98.989      -99.0        23.645       0.071         23.53        0.04          98.993       -99.0         23.246       0.019         23.136       0.021         98.997     -99.0       98.997     -99.0       22.53      0.044       22.83      0.046       23.941     0.612       23.68      0.528       0      0.0   
  26092   1.0175    23.303   0.015     23.266    0.009      23.167      0.024        22.666      0.012        21.873      0.012        21.729      0.011        21.407       0.011         21.401       0.008         98.993       -99.0         21.081       0.004         20.948       0.004         20.671     0.013       98.997     -99.0       20.284     0.003       20.57      0.002       20.845     0.029       20.943     0.033       0      0.0   
  26173   1.044     26.476   0.23      26.525    0.079      25.971      0.226        25.234      0.056        24.0        0.038        23.695      0.029        23.191       0.025         22.998       0.019         98.993       -99.0         22.509       0.008         22.267       0.008         21.982     0.025       98.997     -99.0       21.51      0.007       21.764     0.006       22.132     0.074       22.354     0.097       0      0.03  
  26185   1.08132   25.364   0.085     25.359    0.034      25.243      0.123        24.653      0.04         23.876      0.037        23.63       0.065        23.2         0.027         23.091       0.019         98.993       -99.0         22.625       0.008         22.349       0.008         21.884     0.035       98.997     -99.0       21.137     0.011       21.34      0.008       21.493     0.047       21.699     0.06        0      0.0   
  26255   1.0421    23.234   0.011     23.226    0.008      23.142      0.023        22.922      0.012        22.381      0.013        22.301      0.018        22.06        0.013         22.0         0.009         98.993       -99.0         21.834       0.005         21.802       0.005         21.607     0.026       98.997     -99.0       21.306     0.011       21.649     0.011       22.029     0.071       22.025     0.075       0      0.01  
  26300   1.0401    25.713   0.104     25.693    0.043      25.819      0.138        24.795      0.041        23.905      0.034        23.651      0.055        23.291       0.027         23.153       0.019         98.993       -99.0         22.599       0.007         22.299       0.007         21.707     0.028       98.997     -99.0       21.116     0.009       21.361     0.008       21.599     0.047       21.704     0.057       0      0.0   
  26345   1.088     24.244   0.033     24.222    0.017      24.07       0.047        23.936      0.027        23.363      0.033        23.342      0.037        22.911       0.029         22.899       0.017         98.993       -99.0         22.707       0.009         22.632       0.011         22.645     0.057       98.997     -99.0       22.092     0.013       22.412     0.012       22.675     0.139       22.895     0.177       0      0.0   
  26397   1.03603   25.281   0.068     25.281    0.032      25.185      0.067        24.994      0.036        24.502      0.042        24.455      0.049        24.082       0.038         24.082       0.034         98.993       -99.0         23.899       0.019         23.84        0.021         23.85      0.214       98.997     -99.0       23.306     0.07        23.575     0.061       24.375     0.596       25.808     2.387       0      0.0   
  26398   1.036     24.308   0.034     24.324    0.017      98.971      -99.0        23.63       0.034        98.988      -99.0        98.989      -99.0        22.463       0.042         22.396       0.018         98.993       -99.0         22.114       0.009         21.925       0.009         98.997     -99.0       98.997     -99.0       20.722     0.008       20.918     0.008       21.13      0.044       21.114     0.048       0      0.0   
  26476   1.036     24.705   0.043     24.732    0.021      24.461      0.056        24.193      0.032        23.575      0.04         23.432      0.031        23.162       0.036         23.102       0.023         98.993       -99.0         22.88        0.012         22.762       0.013         22.901     0.069       98.997     -99.0       22.35      0.016       22.617     0.013       23.313     0.242       23.074     0.209       0      0.0   
  26491   1.02081   24.4     0.031     24.351    0.016      24.262      0.039        24.257      0.021        23.836      0.03         23.834      0.028        23.655       0.031         23.574       0.022         98.993       -99.0         23.524       0.013         23.555       0.016         23.517     0.123       98.997     -99.0       23.203     0.047       23.654     0.043       24.923     1.078       99.0       -99.0       0      0.0   
  26535   1.041     27.331   0.512     27.966    0.235      26.483      0.274        24.502      0.039        23.004      0.022        98.989      -99.0        22.013       0.012         21.78        0.009         98.993       -99.0         21.229       0.003         20.864       0.003         20.384     0.008       98.997     -99.0       19.89      0.004       20.195     0.003       20.702     0.024       21.068     0.037       0      0.03  
  26600   1.039     25.989   0.145     25.844    0.049      25.091      0.094        25.033      0.059        24.564      0.071        24.576      0.077        24.175       0.064         24.059       0.038         98.993       -99.0         23.968       0.023         23.949       0.028         24.191     0.292       98.997     -99.0       24.559     0.258       23.519     0.066       23.209     0.228       24.336     0.703       0      0.0   
  26605   1.007     24.97    0.052     24.968    0.023      25.11       0.074        24.95       0.044        24.258      0.043        24.035      0.075        23.962       0.042         23.95        0.035         98.993       -99.0         23.783       0.019         23.744       0.023         23.674     0.159       98.997     -99.0       23.266     0.074       23.491     0.058       24.818     0.951       23.835     0.415       0      0.0   
  26618   1.034     25.725   0.105     25.898    0.05       25.681      0.121        25.093      0.054        24.164      0.042        24.067      0.055        23.69        0.036         23.599       0.028         98.993       -99.0         23.13        0.012         22.949       0.012         22.819     0.087       98.997     -99.0       21.935     0.02        22.148     0.017       22.69      0.128       22.537     0.118       0      0.0   
  26647   1.027     24.139   0.031     24.168    0.015      24.084      0.043        23.902      0.022        23.314      0.026        23.198      0.023        22.942       0.024         22.911       0.018         98.993       -99.0         22.713       0.01          22.677       0.011         22.683     0.079       98.997     -99.0       22.134     0.022       22.396     0.017       22.52      0.143       22.457     0.147       0      0.0   
  26722   1.005     26.603   0.264     27.286    0.164      26.016      0.183        25.824      0.103        24.485      0.063        24.342      0.055        23.8         0.043         23.605       0.03          98.993       -99.0         23.0         0.012         22.654       0.01          21.922     0.04        98.997     -99.0       21.452     0.01        21.645     0.007       21.874     0.066       22.397     0.112       0      0.0   
  26755   1.088     23.917   0.022     23.903    0.014      23.607      0.045        22.884      0.017        21.884      0.013        21.67       0.015        21.093       0.009         20.944       0.006         98.993       -99.0         20.495       0.003         20.197       0.002         19.655     0.005       98.997     -99.0       19.158     0.002       19.398     0.002       19.783     0.01        20.0       0.013       0      0.03  
