# ID_0    tau_v16_0   tau_v50_0   tau_v84_0   sSFR16_0   sSFR50_0   sSFR84_0   Mstar16_0   Mstar50_0   Mstar84_0   Ldust16_0   Ldust50_0   Ldust84_0   Mdust16_0   Mdust50_0   Mdust84_0   SFR16_0   SFR50_0   SFR84_0   age_M16_0   age_M50_0   age_M84_0   A_V16_0   A_V50_0   A_V84_0   Tdust16_0   Tdust50_0   Tdust84_0   tau_v16_agn   tau_v50_agn   tau_v84_agn   sSFR16_agn   sSFR50_agn   sSFR84_agn   Mstar16_agn   Mstar50_agn   Mstar84_agn   Ldust16_agn   Ldust50_agn   Ldust84_agn   Mdust16_agn   Mdust50_agn   Mdust84_agn   SFR16_agn   SFR50_agn   SFR84_agn   age_M16_agn   age_M50_agn   age_M84_agn   A_V16_agn   A_V50_agn   A_V84_agn   Tdust16_agn   Tdust50_agn   Tdust84_agn   agnf16_agn   agnf50_agn   agnf84_agn   Ldustsf16_agn   Ldustsf50_agn   Ldustsf84_agn   Ldustagn16_agn   Ldustagn50_agn   Ldustagn84_agn  
  1918    3.813       3.813       3.813       -9.475     -9.475     -9.475     10.75       10.75       10.75       11.79       11.79       11.8        7.272       7.782       8.277       1.282     1.282     1.282     9.582       9.582       9.582       1.688     1.688     1.688     36.55       47.95       61.25       3.263         5.913         10.163        -10.42       -10.02       -9.625       10.59         10.69         10.79         10.9          11.12         11.37         6.862         7.377         8.017         0.297       0.677       1.057       9.112         9.307         9.462         1.338       1.713       2.138       30.05         36.25         42.65         0.021        0.039        0.066        10.87           11.1            11.36           9.667            9.707            9.737           
  2013    2.938       3.188       5.063       -8.775     -8.675     -8.625     9.747       9.747       9.807       11.06       11.07       11.15       6.597       7.112       7.627       1.052     1.077     1.147     8.562       8.612       8.687       1.088     1.088     1.213     35.45       44.85       55.95       0.863         1.638         3.313         -9.575       -9.275       -9.025       9.817         9.882         9.952         10.39         10.65         10.84         6.097         6.662         7.227         0.367       0.632       0.807       8.857         9.062         9.192         0.288       0.538       0.813       34.75         44.45         56.45         0.037        0.101        0.217        10.27           10.6            10.81           9.292            9.622            9.837           
  2046    1.838       3.363       7.338       -8.775     -8.525     -8.375     9.887       9.922       9.937       11.19       11.34       11.58       6.947       7.467       8.002       1.187     1.327     1.507     8.312       8.512       8.682       0.763     0.988     1.313     35.05       44.35       55.85       0.713         1.238         2.688         -9.325       -9.075       -8.775       9.912         9.977         10.05         10.69         10.91         11.14         6.397         6.947         7.507         0.742       0.912       1.127       8.677         8.922         9.102         0.263       0.463       0.713       35.35         45.15         57.05         0.018        0.054        0.127        10.62           10.89           11.12           9.272            9.632            9.877           
  2068    1.513       1.513       1.513       -8.275     -8.275     -8.275     8.712       8.712       8.712       10.49       10.49       10.49       6.122       6.762       6.912       0.452     0.457     0.457     8.147       8.147       8.147       0.688     0.688     0.688     32.05       36.75       61.45       0.513         1.563         1.563         -8.875       -8.675       -8.675       8.802         8.807         8.872         9.882         10.13         10.13         6.002         6.002         6.532         -0.013      0.152       0.157       8.567         8.567         8.897         0.163       0.338       0.338       36.85         47.55         58.35         0.002        0.007        0.025        9.872           10.12           10.13           8.002            8.002            8.412           
  2096    3.038       3.038       3.038       -8.775     -8.775     -8.775     9.622       9.622       9.627       10.92       10.92       10.92       6.417       6.937       7.442       0.827     0.827     0.832     9.347       9.347       9.347       1.463     1.463     1.463     35.85       45.95       57.75       2.538         4.863         9.063         -9.475       -9.075       -8.775       9.487         9.597         9.722         10.37         10.67         10.89         6.247         6.802         7.407         0.112       0.547       0.827       8.597         8.817         9.097         0.938       1.688       2.088       32.85         40.45         51.25         0.011        0.021        0.125        10.31           10.66           10.89           8.897            8.987            9.542           
  2100    3.313       5.913       5.913       -8.325     -8.225     -8.225     9.087       9.112       9.117       10.78       10.91       10.91       6.442       6.937       7.442       0.787     0.917     0.917     8.087       8.087       8.202       0.838     1.038     1.038     35.95       45.75       57.85       0.363         0.713         1.788         -9.125       -8.875       -8.575       9.112         9.197         9.297         10.02         10.25         10.53         6.002         6.197         6.782         0.167       0.332       0.567       8.462         8.782         9.027         0.138       0.263       0.538       36.25         47.35         60.65         0.032        0.078        0.163        9.962           10.2            10.51           8.892            9.107            9.352           
  2102    0.463       0.463       0.488       -9.075     -9.075     -9.075     9.317       9.322       9.322       10.05       10.05       10.12       6.002       6.002       6.512       0.252     0.252     0.292     8.977       8.977       8.977       0.113     0.113     0.138     37.45       50.15       64.05       0.063         0.463         0.738         -9.275       -9.075       -8.975       9.262         9.317         9.377         9.482         10.05         10.24         6.002         6.002         6.457         0.042       0.247       0.337       8.822         8.977         9.092         0.063       0.113       0.238       36.95         49.05         63.15         0.003        0.016        0.069        9.367           10.05           10.23           8.002            8.162            8.587           
  2127    0.113       0.188       0.188       -8.725     -8.725     -8.725     9.367       9.372       9.372       10.12       10.32       10.32       6.002       6.207       6.737       0.627     0.667     0.667     8.677       8.677       8.677       0.038     0.113     0.113     36.55       48.05       61.25       0.188         0.463         0.688         -8.925       -8.725       -8.625       9.397         9.417         9.437         10.47         10.69         10.85         6.002         6.472         7.067         0.542       0.677       0.802       8.497         8.692         8.802         0.038       0.138       0.288       36.45         47.85         62.15         0.2          0.288        0.469        10.16           10.54           10.74           10.11            10.16            10.19           
  2149    0.188       0.188       0.188       -8.925     -8.925     -8.925     8.922       8.922       8.922       9.642       9.642       9.642       6.002       6.002       6.002       0.017     0.017     0.017     8.802       8.802       8.802       0.038     0.038     0.038     47.25       60.95       78.15       0.188         0.188         0.188         -8.925       -8.925       -8.925       8.922         8.922         8.922         9.637         9.637         9.637         6.002         6.002         6.002         0.012       0.012       0.012       8.802         8.802         8.802         0.038       0.038       0.038       58.35         58.35         58.35         0.001        0.001        0.001        9.637           9.637           9.637           8.002            8.002            8.002           
  2228    4.413       5.838       8.688       -9.475     -9.325     -9.175     10.52       10.58       10.6        11.26       11.37       11.45       7.052       7.527       8.087       1.147     1.252     1.357     9.107       9.252       9.307       1.563     1.738     1.888     33.55       41.15       50.85       3.013         5.513         9.513         -9.725       -9.475       -9.225       10.49         10.56         10.63         11.11         11.25         11.43         6.952         7.452         8.042         0.887       1.102       1.297       9.062         9.212         9.337         1.363       1.588       1.888       32.85         39.95         48.65         0.008        0.027        0.069        11.09           11.24           11.42           9.227            9.702            9.992           
  2428    0.088       0.088       0.088       -11.92     -11.92     -11.92     9.972       9.972       9.972       8.082       8.082       8.082       6.002       6.002       6.002       -1.958    -1.958    -1.958    9.522       9.522       9.522       0.013     0.013     0.013     28.75       35.05       40.75       0.088         0.088         0.088         -11.92       -11.92       -11.92       9.972         9.972         9.972         8.097         8.137         8.222         6.002         6.002         6.002         -1.963      -1.958      -1.958      9.522         9.522         9.522         0.013       0.013       0.013       29.15         35.15         40.85         0.029        0.117        0.278        8.082           8.082           8.082           8.002            8.002            8.002           
  2583    3.313       3.313       3.838       -8.375     -8.325     -8.325     9.582       9.587       9.587       11.2        11.22       11.22       6.787       7.282       7.792       1.222     1.247     1.247     8.237       8.237       8.287       1.013     1.063     1.063     36.15       47.45       59.75       0.538         1.013         2.238         -9.475       -9.175       -8.825       9.692         9.807         9.922         10.32         10.57         10.86         6.002         6.582         7.177         0.407       0.637       0.907       8.722         9.037         9.232         0.213       0.388       0.688       35.35         45.95         58.75         0.03         0.07         0.156        10.25           10.54           10.85           9.237            9.402            9.532           
  2697    2.663       2.688       3.813       -8.975     -8.875     -8.825     9.967       9.987       10.03       11.01       11.09       11.18       6.647       7.157       7.662       1.052     1.127     1.197     8.687       8.832       8.967       0.638     0.713     0.838     35.85       45.95       58.15       0.738         1.313         2.663         -9.475       -9.175       -8.925       9.977         10.06         10.15         10.61         10.84         11.09         6.317         6.877         7.442         0.662       0.872       1.092       8.807         9.042         9.237         0.263       0.463       0.763       35.35         45.35         57.65         0.014        0.044        0.116        10.56           10.82           11.08           9.127            9.472            9.767           
  2784    0.388       0.588       0.713       -9.025     -8.875     -8.825     9.352       9.397       9.487       10.2        10.32       10.46       6.002       6.287       6.807       0.437     0.502     0.592     8.687       8.862       8.887       0.163     0.188     0.288     36.85       48.85       62.85       0.338         0.413         0.763         -9.225       -9.075       -8.825       9.352         9.477         9.547         10.14         10.26         10.44         6.002         6.207         6.742         0.357       0.427       0.572       8.687         8.937         9.077         0.113       0.188       0.288       36.85         48.65         62.15         0.006        0.021        0.055        10.13           10.25           10.44           8.042            8.587            8.952           
  2793    7.613       7.613       7.613       -9.225     -9.225     -9.225     10.73       10.73       10.73       11.95       11.95       11.95       7.432       7.942       8.432       1.522     1.522     1.522     9.312       9.312       9.312       2.063     2.063     2.063     36.15       46.45       58.95       2.438         5.513         9.913         -9.825       -9.375       -8.875       10.54         10.64         10.74         11.13         11.49         11.85         7.022         7.667         8.342         0.752       1.282       1.802       8.667         9.027         9.287         0.888       1.838       2.713       31.75         38.95         48.45         0.003        0.058        0.245        11.02           11.46           11.85           9.302            10.28            10.53           
